UNITID,XF3A01,F3A01,XF3A02,F3A02,XF3A03,F3A03,XF3A04,F3A04,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D03,F3D03,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D08,F3D08,XF3D09,F3D09,XF3E01,F3E01,XF3E02,F3E02,XF3E03,F3E03,XF3E04,F3E04,XF3E05,F3E05,XF3E06,F3E06,XF3E07,F3E07   
108348,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",588490,"R",4371,"R",0,"R",0,"R",592861,"R",0,"R",0,"R",1801999,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",1801999,"R",154467,"R",0,"R",1385671,"A",,"R",0,"R",1000,"R",1541138
108649,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",778205,"R",0,"R",0,"R",0,"R",778205,"Z",0,"Z",0,"R",1093866,"R",778205,"R",0,"R",0,"R",0,"R",140000,"A",,"R",0,"R",2012071,"R",1216854,"R",0,"R",928568,"A",,"Z",0,"R",0,"R",2145422
108977,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",192391,"R",12392,"R",13512,"R",0,"R",218295,"R",0,"R",0,"R",216177,"R",0,"R",13512,"R",0,"R",0,"R",2647,"A",,"R",0,"R",232336,"R",79641,"R",0,"R",0,"A",,"R",0,"R",156529,"R",236170
109040,"R",48321134,"R",42358782,"R",5962352,"R",48321134,"R",64574375,"R",54737778,"R",0,"R",9836597,"A",,"R",4416942,"R",-8291187,"R",5962352,"R",18898691,"R",426815,"R",430831,"R",65172,"R",19821509,"Z",0,"Z",0,"R",64408856,"Z",0,"Z",0,"Z",0,"R",18707,"Z",0,"Z",0,"R",146812,"R",64574375,"R",19032785,"Z",0,"R",35263298,"Z",0,"Z",0,"R",441695,"R",54737778
109332,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1341750,"R",43250,"R",2703,"R",0,"R",1387703,"R",0,"R",0,"R",4428042,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",4428042,"R",2770588,"R",0,"R",3449696,"A",,"R",0,"R",1,"R",6220285
109721,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4412517,"R",55000,"R",0,"R",0,"R",4467517,"R",0,"R",0,"R",8207369,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",8207369,"R",1791564,"R",0,"R",2293265,"A",,"Z",0,"R",2628844,"R",6713673
109730,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1068196,"R",75033,"R",0,"R",0,"R",1143229,"R",0,"R",0,"R",953551,"R",1143229,"R",0,"Z",0,"Z",0,"Z",0,"A",,"R",0,"R",2096780,"R",419840,"R",0,"R",516784,"A",,"R",0,"R",677226,"R",1613850
109891,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",56676,"R",0,"R",0,"R",0,"R",56676,"R",0,"R",0,"R",61828,"R",56676,"R",0,"R",0,"R",0,"R",16934,"A",,"R",6,"R",135444,"R",18853,"R",0,"R",95071,"A",,"R",0,"R",0,"R",113924
109934,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1083987,"R",9917,"R",0,"R",36974,"R",1130878,"R",0,"R",0,"R",2716800,"R",0,"R",0,"R",0,"R",0,"R",179363,"A",,"R",0,"R",2896163,"R",1040681,"R",0,"R",1051934,"A",,"R",0,"R",18185,"R",2110800
110185,"R",13211029,"R",3871054,"R",9339975,"R",13211029,"R",21816690,"R",22300223,"R",177121,"R",-306412,"R",-55047843,"R",64694230,"R",0,"R",9339975,"R",2125458,"R",87427,"R",663331,"Z",0,"R",2876216,"R",740707,"Z",0,"R",21607311,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",43899,"R",165480,"R",21816690,"R",4359720,"Z",0,"R",17626456,"R",24722,"Z",0,"R",289325,"R",22300223
110194,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",628321,"R",10838,"R",0,"R",0,"R",639159,"R",639159,"R",0,"R",1339821,"R",639159,"R",0,"R",0,"R",0,"R",11233,"A",,"R",0,"R",1990213,"R",851853,"R",0,"R",932101,"A",,"R",0,"R",0,"R",1783954
110219,"R",5606495,"R",2872132,"R",2734363,"R",5606495,"R",13033305,"R",11555566,"R",0,"R",1477739,"R",-456976,"R",1713600,"R",0,"R",2734363,"R",3712095,"R",27592,"R",266754,"Z",0,"R",4006441,"Z",0,"Z",0,"R",12507690,"Z",0,"Z",0,"Z",0,"Z",0,"R",494407,"Z",0,"R",31208,"R",13033305,"R",2803512,"Z",0,"R",8752054,"Z",0,"Z",0,"R",0,"R",11555566
110875,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",279369,"R",0,"R",0,"R",0,"R",279369,"R",0,"R",0,"R",408435,"R",0,"R",0,"R",0,"R",18,"R",113468,"A",,"R",279369,"R",801290,"R",112984,"R",0,"R",636895,"A",,"R",0,"R",0,"R",749879
110945,"R",14845041,"R",4670081,"R",10174960,"R",14845041,"R",32105128,"R",21363280,"R",169941,"R",10911789,"R",-8613411,"R",7876582,"R",0,"R",10174960,"R",6285554,"R",80501,"R",88992,"Z",0,"R",6455047,"R",326786,"R",0,"R",32105128,"R",0,"R",0,"R",0,"R",-147806,"R",0,"R",0,"R",147806,"R",32105128,"R",5313609,"R",0,"R",16049671,"R",0,"R",0,"R",0,"R",21363280
111009,"R",117085110,"R",51933141,"R",65151969,"R",117085110,"R",19473825,"R",67311582,"R",17635295,"R",-30202462,"R",36999306,"R",58355125,"R",0,"R",65151969,"R",2118807,"R",177920,"R",77908,"Z",0,"R",2374635,"R",169255,"Z",0,"R",16947977,"Z",0,"Z",0,"Z",0,"Z",0,"R",206081,"R",1789275,"R",530492,"R",19473825,"R",5131785,"Z",0,"R",58788777,"R",893653,"Z",0,"R",2497367,"R",67311582
111054,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",617312,"R",9785,"R",90937,"R",26000,"R",744034,"R",0,"R",0,"R",1859843,"R",0,"R",0,"R",0,"R",0,"R",207415,"A",,"R",0,"R",2067258,"R",676206,"R",0,"R",1120440,"A",,"R",0,"R",0,"R",1796646
111513,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",515908,"R",10414,"R",0,"R",27925,"R",554247,"R",27925,"R",0,"R",1760370,"R",0,"R",0,"R",0,"R",0,"R",398178,"A",,"R",0,"R",2158548,"R",578222,"R",88347,"R",82712,"A",,"R",0,"R",1095160,"R",1844441
112288,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1666177,"R",17625,"R",3400,"R",5875,"R",1693077,"Z",0,"Z",0,"R",3758355,"R",0,"R",0,"R",0,"R",0,"R",90732,"A",,"R",6136,"R",3855223,"R",858855,"R",457423,"R",1369349,"A",,"R",0,"R",492174,"R",3177801
112394,"R",9874226,"R",5271304,"R",4602922,"R",9874226,"R",1307627,"R",3284648,"R",0,"R",-1977021,"R",1750000,"R",-2831832,"R",7661775,"R",4602922,"R",189001,"R",20262,"R",90039,"R",392031,"R",691333,"R",392031,"R",0,"R",1190204,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",117423,"R",1307627,"R",1026140,"R",0,"R",2258508,"R",0,"R",0,"R",0,"R",3284648
112455,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",280984,"Z",0,"Z",0,"Z",0,"R",280984,"Z",0,"Z",0,"R",750354,"R",280984,"R",0,"R",0,"R",2160,"R",92201,"A",,"R",0,"R",1125699,"R",337296,"R",0,"R",602160,"A",,"R",0,"R",0,"R",939456
112783,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3476406,"R",86309,"R",0,"R",0,"R",3562715,"R",0,"R",0,"R",3398312,"R",3562715,"R",0,"R",0,"R",0,"R",447557,"A",,"R",2274,"R",7410858,"R",498435,"R",0,"R",6470619,"A",,"R",0,"R",291313,"R",7260367
113227,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",880281,"R",11665,"R",0,"R",4388,"R",896334,"R",26404,"R",0,"R",2169960,"R",0,"R",0,"R",0,"R",685,"R",356687,"A",,"R",106986,"R",2634318,"R",964365,"R",0,"R",1132536,"A",,"R",3888,"R",54333,"R",2155122
113397,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2358616,"R",31256,"R",0,"R",11759,"R",2401631,"R",70749,"R",0,"R",5814168,"R",0,"R",0,"R",0,"R",1837,"R",955705,"A",,"R",286654,"R",7058364,"R",2583909,"R",0,"R",3034506,"A",,"R",10418,"R",145578,"R",5774411
113449,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",889760,"R",0,"R",0,"R",0,"R",889760,"R",0,"R",0,"R",2192531,"R",0,"R",0,"R",0,"R",0,"R",220008,"A",,"R",0,"R",2412539,"R",254327,"R",0,"R",35477,"A",,"R",0,"R",1839013,"R",2128817
113582,"R",1559733,"R",586000,"R",973733,"R",1559733,"R",4197340,"R",4227558,"R",30218,"R",0,"R",0,"R",984176,"R",-10443,"R",973733,"R",591712,"R",41833,"R",212968,"R",29881,"R",876394,"R",0,"R",0,"R",4192231,"R",0,"R",0,"R",0,"R",4980,"R",0,"R",0,"R",129,"R",4197340,"R",699812,"R",0,"R",2459204,"R",0,"R",0,"R",1068542,"R",4227558
113607,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",38254347,"R",2992090,"R",9479806,"R",10131477,"R",60857720,"R",4015300,"R",0,"R",146108960,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4731530,"R",0,"R",150840490,"R",68446281,"R",0,"R",65960213,"R",1774994,"R",6116177,"R",0,"R",142297665
113908,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",3621920,"R",47998,"R",0,"R",18057,"R",3687975,"R",108643,"R",0,"R",8928310,"R",0,"R",0,"R",0,"R",2821,"R",1467593,"A",,"R",440188,"R",10838912,"R",3967883,"R",0,"R",4659826,"A",,"R",15999,"R",223550,"R",8867258
114044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",317320,"R",12675,"R",0,"R",0,"R",329995,"R",0,"R",0,"R",1313987,"R",329995,"R",0,"R",4728,"R",0,"R",5766,"A",,"R",0,"R",1654476,"R",251820,"R",0,"R",1099902,"A",,"R",0,"R",0,"R",1351722
114062,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",719008,"R",9528,"R",0,"R",3584,"R",732120,"R",21567,"R",0,"R",1772410,"R",0,"R",0,"R",0,"R",560,"R",291340,"A",,"R",87385,"R",2151695,"R",787687,"R",0,"R",925049,"A",,"R",0,"R",47554,"R",1760290
114071,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2445972,"R",32414,"R",0,"R",12194,"R",2490580,"R",73369,"Z",0,"R",6029508,"R",0,"R",0,"R",0,"R",1905,"R",991101,"A",,"R",297271,"R",7319785,"R",2679609,"R",0,"R",3146896,"A",,"R",10804,"R",150969,"R",5988278
114080,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1881517,"R",24934,"R",0,"R",9380,"R",1915831,"R",56438,"R",0,"R",4638083,"R",0,"R",0,"R",0,"R",1465,"R",762386,"A",,"R",228669,"R",5630603,"R",2061238,"R",0,"R",2420689,"A",,"R",8311,"R",116130,"R",4606368
114114,"R",1514004,"R",928244,"R",585760,"R",1514004,"R",2942196,"R",2939775,"R",95922,"R",98343,"R",0,"R",585760,"R",-98343,"R",585760,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2269286,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",672910,"R",2942196,"R",525263,"R",0,"R",2414512,"R",0,"R",0,"R",0,"R",2939775
114123,"R",4718897,"R",3638047,"R",1080850,"R",4718897,"R",5471175,"R",5307670,"R",0,"R",163505,"R",-120305,"R",1037650,"R",0,"R",1080850,"R",1851602,"R",45636,"R",67590,"R",0,"R",1964828,"R",0,"R",0,"R",5056029,"R",0,"R",0,"R",0,"R",0,"R",363637,"R",0,"R",51509,"R",5471175,"R",2084614,"R",0,"R",3222563,"R",0,"R",0,"R",493,"R",5307670
114354,"R",113436473,"R",56836022,"R",56600451,"R",113436473,"R",138058228,"R",133709480,"R",0,"R",4348748,"R",0,"R",52251703,"R",0,"R",56600451,"R",9362933,"R",479327,"R",6135074,"R",1831178,"R",17808512,"R",5205458,"R",0,"R",137413185,"R",0,"R",0,"R",0,"R",175874,"Z",0,"Z",0,"R",469169,"R",138058228,"R",58343011,"R",0,"R",75366469,"R",0,"R",0,"R",0,"R",133709480
114372,"R",677031,"R",347100,"R",329931,"R",677031,"R",1291462,"R",1801167,"R",467502,"R",-42203,"A",,"R",372434,"R",-300,"R",329931,"R",271546,"R",32521,"R",163135,"R",0,"R",467202,"R",467202,"R",0,"R",987395,"R",304067,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1291462,"R",295402,"R",0,"R",1505765,"R",0,"R",0,"R",0,"R",1801167
114460,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",324272,"R",4650,"R",16078,"R",0,"R",345000,"R",345000,"R",0,"R",1969039,"R",328922,"R",0,"R",0,"R",0,"R",1093371,"A",,"R",0,"R",3391332,"R",703065,"R",0,"R",1348205,"A",,"R",0,"R",745712,"R",2796982
114628,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",173089,"R",0,"R",0,"R",0,"R",173089,"R",147689,"Z",0,"R",304264,"R",173089,"R",0,"R",0,"R",0,"R",0,"A",,"R",0,"R",477353,"R",60600,"R",0,"R",186985,"A",,"R",25400,"R",34429,"R",307414
114761,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",345286,"R",8915,"R",53239,"R",0,"R",407440,"R",0,"R",0,"R",504908,"R",0,"R",0,"R",0,"R",11663,"R",104086,"A",,"R",0,"R",620657,"R",242579,"R",0,"R",370827,"A",,"R",0,"R",0,"R",613406
114895,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",484824,"R",24461,"R",0,"R",0,"R",509285,"R",0,"R",0,"R",1219037,"R",0,"R",0,"R",0,"R",0,"R",57341,"A",,"R",0,"R",1276378,"R",400265,"R",0,"R",889204,"A",,"R",0,"R",25023,"R",1314492
115010,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1677774,"R",36642,"R",25903,"R",12114,"R",1752433,"R",0,"R",0,"R",6497600,"R",0,"R",0,"R",0,"R",2953,"R",0,"A",,"R",0,"R",6500553,"R",2367528,"R",0,"R",2497159,"A",,"R",0,"R",809241,"R",5673928
115357,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",266723,"R",6229,"R",0,"R",0,"R",272952,"R",0,"R",0,"R",502286,"R",0,"R",35234,"R",0,"R",0,"R",100049,"A",,"R",7413,"R",644982,"R",246490,"Z",0,"R",173114,"A",,"R",0,"R",81890,"R",501494
115454,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",6964250,"R",176361,"R",1577387,"Z",0,"R",8717998,"Z",0,"Z",0,"R",19551746,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2742189,"R",0,"R",22293935,"R",3333665,"Z",0,"R",1820986,"R",1260427,"Z",0,"R",8704432,"R",15119510
115472,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",11936682,"R",193257,"R",4306260,"Z",0,"R",16436199,"Z",0,"Z",0,"R",28218361,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4265018,"R",0,"R",32483379,"R",3767683,"Z",0,"R",2301932,"R",1973295,"Z",0,"R",10888155,"R",18931065
115490,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7461955,"R",218100,"R",1285959,"Z",0,"R",8966014,"Z",0,"Z",0,"R",25405798,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3415128,"R",0,"R",28820926,"R",3016087,"Z",0,"R",1745096,"R",1597913,"Z",0,"R",9207188,"R",15566284
115515,"R",83646278,"R",17367925,"R",66278353,"R",83646278,"R",23518124,"R",18021686,"A",,"A",,"A",,"A",,"R",66278353,"R",66278353,"R",6385317,"R",145491,"R",934003,"Z",0,"R",7464811,"Z",0,"Z",0,"R",20907811,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2610313,"R",0,"R",23518124,"R",3345822,"Z",0,"R",2090996,"R",1172331,"Z",0,"R",11412537,"R",18021686
115533,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",7394329,"R",207829,"R",1342552,"Z",0,"R",8944710,"Z",0,"Z",0,"R",25798820,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3440561,"R",0,"R",29239381,"R",3896340,"Z",0,"R",2004755,"R",1380846,"Z",0,"R",11339158,"R",18621099
115658,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",748393,"R",12370,"Z",0,"Z",0,"R",760763,"Z",0,"Z",0,"R",122902,"R",760763,"Z",0,"Z",0,"Z",0,"R",43458,"A",,"R",7373,"R",934496,"R",624024,"R",0,"R",328311,"A",,"R",0,"R",8173,"R",960508
115746,"R",19769503,"R",17014735,"R",2754768,"R",19769503,"R",22545474,"R",20987074,"R",30000,"R",1588400,"R",-2193084,"R",3359452,"R",0,"R",2754768,"Z",0,"Z",0,"Z",0,"R",212733,"R",212733,"R",212733,"R",0,"R",21941646,"R",0,"R",0,"R",0,"R",43717,"R",309513,"R",231124,"R",19474,"R",22545474,"R",4321376,"R",194691,"R",14616467,"R",1828980,"R",0,"R",25560,"R",20987074
115931,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1828509,"R",49687,"R",42450,"R",16612,"R",1937258,"Z",0,"Z",0,"R",6725725,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"A",,"R",336771,"R",7062496,"R",1547688,"Z",0,"R",3435311,"A",,"Z",0,"R",1612738,"R",6595737
116040,"R",8492725,"R",8123861,"R",368864,"R",8492725,"R",12134328,"R",16611527,"R",0,"R",-4477199,"R",919306,"R",3926757,"R",0,"R",368864,"R",3794174,"R",21772,"R",15169,"Z",0,"R",3831115,"R",42767,"Z",0,"R",12132010,"Z",0,"Z",0,"Z",0,"R",2318,"Z",0,"Z",0,"R",0,"R",12134328,"R",4594361,"R",0,"R",11991018,"R",0,"R",0,"R",26148,"R",16611527
116226,"R",1594295,"R",1072641,"R",521654,"R",1594295,"R",3599189,"R",3573573,"R",-15590,"R",10026,"R",0,"R",511628,"R",0,"R",521654,"R",56952,"R",0,"R",0,"R",0,"R",56952,"R",0,"R",0,"R",1835135,"R",1493939,"R",0,"R",0,"R",34683,"R",0,"R",129394,"R",106038,"R",3599189,"R",529819,"R",0,"R",2895596,"R",120871,"R",0,"R",27287,"R",3573573
116350,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",643039,"Z",0,"Z",0,"Z",0,"R",643039,"Z",0,"Z",0,"R",1675484,"R",643049,"Z",0,"Z",0,"R",483311,"R",329997,"A",,"R",0,"R",3131841,"R",436249,"Z",0,"R",3019863,"A",,"Z",0,"R",0,"R",3456112
116466,"R",2118688,"R",5751288,"R",-3632600,"R",2118688,"R",28611981,"R",13413055,"R",0,"R",15198926,"A",,"R",-3005787,"R",-15825739,"R",-3632600,"R",6587902,"R",9541938,"R",570317,"R",248889,"R",16949046,"R",610946,"Z",0,"R",28611981,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",28611981,"R",3949148,"Z",0,"R",9463907,"Z",0,"Z",0,"R",0,"R",13413055
116475,"R",9902069,"R",2686889,"R",7215180,"R",9902069,"R",15800273,"R",9035587,"R",0,"R",6764686,"A",,"R",9143781,"R",-8693287,"R",7215180,"R",3806800,"R",1496321,"R",615464,"R",288755,"R",6207340,"R",354281,"Z",0,"R",15800273,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",15800273,"R",2811082,"Z",0,"R",6224505,"Z",0,"Z",0,"R",0,"R",9035587
116484,"R",1867697,"R",2851193,"R",-983496,"R",1867697,"R",18834089,"R",9443313,"R",0,"R",9390776,"A",,"R",-1601472,"R",-8772800,"R",-983496,"R",3999913,"R",1553778,"R",471100,"R",177681,"R",6202472,"R",405493,"Z",0,"R",18834089,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",18834089,"R",2725040,"Z",0,"R",6718273,"Z",0,"Z",0,"R",0,"R",9443313
116563,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",387536,"R",11230,"R",0,"R",3780,"R",402546,"R",0,"R",0,"R",1178789,"R",0,"R",0,"R",0,"R",0,"R",93548,"A",,"R",0,"R",1272337,"R",586914,"R",0,"R",567693,"A",,"R",0,"R",8096,"R",1162703
117113,"R",27926243,"R",8303410,"R",19622833,"R",27926243,"R",55867762,"R",34527267,"R",-7716588,"R",13623907,"R",-13662590,"R",19661516,"R",0,"R",19622833,"R",6535297,"R",10605159,"R",2838931,"R",2464950,"R",22444337,"R",22444337,"R",0,"R",32730226,"R",17140456,"R",2838931,"R",0,"R",0,"R",0,"R",3158149,"R",0,"R",55867762,"R",8585055,"R",0,"R",23826986,"R",2115226,"R",0,"R",0,"R",34527267
117238,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",697936,"R",14044,"R",5052,"R",6082,"R",723114,"R",0,"R",0,"R",1358385,"R",0,"R",0,"R",0,"R",0,"R",136361,"A",,"R",0,"R",1494746,"R",350992,"R",0,"R",769535,"A",,"R",0,"R",0,"R",1120527
117928,"R",21435910,"R",7840165,"R",13595745,"R",21435910,"R",36522750,"R",32701546,"R",-1695240,"R",2125964,"R",-2471973,"R",13941754,"R",0,"R",13595745,"R",4416070,"R",2190956,"R",1662885,"R",1255240,"R",9525151,"R",9525151,"R",0,"R",24907217,"R",6607026,"R",1662885,"R",0,"R",0,"R",0,"R",3345622,"R",0,"R",36522750,"R",7077652,"R",0,"R",22888550,"R",2735344,"R",0,"R",0,"R",32701546
117955,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",599724,"R",0,"R",0,"R",0,"R",599724,"R",0,"R",0,"R",995646,"R",0,"R",0,"R",0,"R",0,"R",219062,"A",,"R",0,"R",1214708,"R",464944,"R",0,"R",944479,"A",,"R",0,"R",115025,"R",1524448
118116,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",515867,"R",32334,"Z",0,"Z",0,"R",548201,"Z",0,"Z",0,"R",527210,"R",1,"Z",0,"Z",0,"Z",0,"R",128238,"A",,"R",0,"R",655449,"R",651123,"Z",0,"R",1,"A",,"Z",0,"R",0,"R",651124
118125,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",291440,"R",16500,"Z",0,"Z",0,"R",307940,"Z",0,"Z",0,"R",290171,"R",1,"Z",0,"Z",0,"Z",0,"R",51737,"A",,"R",0,"R",341909,"R",335088,"Z",0,"R",1,"A",,"Z",0,"R",0,"R",335089
118134,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",583593,"R",0,"R",0,"R",0,"R",583593,"R",0,"R",0,"R",1075307,"R",0,"R",0,"R",0,"R",14967,"R",106095,"A",,"R",3716,"R",1200085,"R",513237,"R",0,"R",167994,"A",,"R",0,"R",484071,"R",1165302
118143,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",328130,"R",0,"R",0,"R",0,"R",328130,"R",0,"R",0,"R",536847,"R",0,"R",0,"R",0,"R",7473,"R",52968,"A",,"R",1855,"R",599143,"R",256234,"R",0,"R",83871,"A",,"R",0,"R",241673,"R",581778
118161,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",373876,"R",9615,"Z",0,"Z",0,"R",383491,"Z",0,"Z",0,"R",1329425,"Z",0,"Z",0,"Z",0,"Z",0,"R",379545,"A",,"R",0,"R",1708970,"R",473337,"Z",0,"R",913308,"A",,"Z",0,"R",0,"R",1386645
118189,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",574508,"R",0,"R",0,"R",0,"R",574508,"R",574508,"R",0,"R",412673,"R",574508,"Z",0,"R",0,"R",0,"R",286636,"A",,"R",11589,"R",1285406,"R",492977,"R",0,"R",561934,"A",,"R",0,"R",0,"R",1054911
118198,"R",7113274,"R",44033,"R",7069241,"R",7113274,"R",13052189,"R",9034278,"R",0,"R",4017911,"R",-3291579,"R",6342909,"R",0,"R",7069241,"R",3212817,"R",110129,"R",444012,"R",36963,"R",3803921,"R",0,"R",0,"R",10756523,"R",0,"R",0,"R",0,"R",403864,"Z",0,"Z",0,"R",1891802,"R",13052189,"R",2032679,"R",0,"R",6158730,"R",0,"R",36963,"R",805906,"R",9034278
118259,"R",10530797,"R",1281217,"R",9249580,"R",10530797,"R",9991486,"R",8029420,"R",0,"R",1962066,"A",,"R",7287514,"R",0,"R",9249580,"R",2914231,"R",81706,"R",399754,"R",1900,"R",3397591,"R",725504,"Z",0,"R",9991486,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",9991486,"R",3008023,"Z",0,"R",5021396,"R",0,"R",0,"R",1,"R",8029420
118277,"R",31564231,"R",2524989,"R",29039242,"R",31564231,"R",24622599,"R",17245401,"R",0,"R",7377198,"R",0,"R",21662044,"R",0,"R",29039242,"R",4415470,"R",183709,"R",3309361,"R",79112,"R",7987652,"R",686605,"R",0,"R",24622599,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24622599,"R",8739286,"R",0,"R",8506115,"R",0,"R",0,"R",0,"R",17245401
