UNITID,XF2A01,F2A01,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2A19,F2A19,XF2A20,F2A20,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E013,F2E013,XF2E014,F2E014,XF2E015,F2E015,XF2E016,F2E016,XF2E017,F2E017,XF2E021,F2E021,XF2E022,F2E022,XF2E023,F2E023,XF2E024,F2E024,XF2E025,F2E025,XF2E026,F2E026,XF2E027,F2E027,XF2E031,F2E031,XF2E032,F2E032,XF2E033,F2E033,XF2E034,F2E034,XF2E035,F2E035,XF2E036,F2E036,XF2E037,F2E037,XF2E041,F2E041,XF2E042,F2E042,XF2E043,F2E043,XF2E044,F2E044,XF2E045,F2E045,XF2E046,F2E046,XF2E047,F2E047,XF2E051,F2E051,XF2E052,F2E052,XF2E053,F2E053,XF2E054,F2E054,XF2E055,F2E055,XF2E056,F2E056,XF2E057,F2E057,XF2E061,F2E061,XF2E062,F2E062,XF2E063,F2E063,XF2E064,F2E064,XF2E065,F2E065,XF2E066,F2E066,XF2E067,F2E067,XF2E071,F2E071,XF2E072,F2E072,XF2E073,F2E073,XF2E074,F2E074,XF2E075,F2E075,XF2E076,F2E076,XF2E077,F2E077,XF2E081,F2E081,XF2E087,F2E087,XF2E091,F2E091,XF2E092,F2E092,XF2E093,F2E093,XF2E094,F2E094,XF2E095,F2E095,XF2E096,F2E096,XF2E097,F2E097,XF2E101,F2E101,XF2E102,F2E102,XF2E103,F2E103,XF2E104,F2E104,XF2E105,F2E105,XF2E106,F2E106,XF2E107,F2E107,XF2E111,F2E111,XF2E112,F2E112,XF2E113,F2E113,XF2E114,F2E114,XF2E115,F2E115,XF2E116,F2E116,XF2E117,F2E117,XF2E121,F2E121,XF2E122,F2E122,XF2E123,F2E123,XF2E124,F2E124,XF2E125,F2E125,XF2E126,F2E126,XF2E127,F2E127,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02   
100690,"R",1915153,"R",6515515,"R",366972,"Z",0,"R",5555840,"R",592703,"R",174805,"R",417898,"R",6148543,"R",1496227,"R",1444077,"R",3774619,"Z",0,"Z",0,"R",6714923,"R",2719748,"R",3995175,"Z",0,"R",8673174,"R",8533091,"R",0,"R",140083,"R",6008460,"R",0,"R",6148543,"R",1347834,"R",17452,"Z",0,"Z",0,"Z",0,"R",864772,"R",2230058,"R",864772,"Z",0,"R",7217198,"R",7217198,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",17452,"R",17452,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1370627,"R",1219545,"R",151082,"R",0,"R",1370627,"R",1219545,"R",151082,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",46128,"R",50948,"R",-4820,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",21769,"R",21769,"R",0,"R",0,"R",8673174,"R",8526912,"R",146262,"Z",0,"R",0,"Z",0,"Z",0,"R",8673174,"R",8526912,"R",146262,"R",0,"R",2811463,"R",1864287,"R",137653,"R",226780,"Z",0,"Z",0,"R",582743,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",243381,"R",181079,"R",7068,"R",21598,"Z",0,"Z",0,"R",33636,"R",872036,"R",610270,"R",81479,"R",59395,"Z",0,"Z",0,"R",120892,"R",4606211,"R",878166,"R",389366,"R",232180,"R",186360,"R",1633,"R",2918506,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-539953,"Z",0,"Z",0,"R",539953,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8533091,"R",3533802,"R",615566,"R",0,"R",186360,"R",1633,"R",4195730, 1,"R",174805,"R",174805
100937,"R",52110865,"R",200893319,"R",83490145,"R",48771035,"R",20709580,"R",96693594,"R",78347780,"R",18345814,"R",117403174,"R",25264292,"R",158729131,"R",26281557,"R",0,"R",0,"R",210274980,"R",94942705,"R",115332275,"R",0,"R",53157928,"R",53119567,"R",0,"R",38361,"R",119517647,"R",-2152834,"R",117403174,"R",1524343,"R",252122,"R",0,"R",0,"R",1960066,"R",20389881,"R",24126412,"R",22166346,"R",0,"R",19531423,"R",19531423,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",640659,"R",640659,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9978455,"R",2354396,"R",4471445,"R",3152614,"R",9978455,"R",2354396,"R",4471445,"R",3152614,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8411327,"R",1982471,"R",8827481,"R",-2398625,"R",0,"R",0,"R",13486653,"R",13486653,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1109411,"R",13628973,"R",-5030692,"R",-7488870,"R",53157928,"R",51624575,"R",8268234,"R",-6734881,"R",12590844,"R",-5101974,"R",-7488870,"R",53157928,"R",64215419,"R",3166260,"R",-14223751,"R",14955534,"R",7727563,"R",1329445,"R",1122314,"R",1673627,"R",1119588,"R",1982997,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2651947,"R",659154,"R",837448,"R",199011,"R",296771,"R",198528,"R",461035,"R",9677423,"R",3481715,"R",724219,"R",726227,"R",1082970,"R",724463,"R",2937829,"R",11897097,"R",5428235,"R",1007101,"R",892799,"R",1331367,"R",890630,"R",2346965,"R",11977500,"R",347120,"R",101029,"R",898832,"R",1340364,"R",896649,"R",8393506,"R",1960066,"R",1960066,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",-3839183,"Z",0,"Z",0,"R",3839183,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",53119567,"R",17643787,"R",3999242,"R",0,"R",5725099,"R",3829858,"R",21921581, 1,"R",53584234,"R",52386932
101073,"R",2995656,"R",16254793,"R",5573348,"R",0,"R",6297638,"R",4383807,"R",1525027,"R",2858780,"R",10681445,"R",1868819,"R",14587765,"R",2423449,"R",0,"R",0,"R",18880033,"R",8222454,"R",10657579,"R",0,"R",10468844,"R",10724325,"R",0,"R",-255481,"R",10936926,"R",0,"R",10681445,"R",2895172,"Z",0,"R",86938,"Z",0,"R",253663,"Z",0,"R",3235773,"R",1411173,"Z",0,"R",2832453,"R",2832453,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2423095,"R",0,"R",2423095,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2565706,"R",1965470,"R",574713,"R",25523,"R",2565706,"R",1965470,"R",574713,"R",25523,"R",0,"R",0,"R",0,"R",0,"R",45000,"R",45000,"Z",0,"Z",0,"R",424534,"R",391103,"R",33431,"Z",0,"Z",0,"Z",0,"R",1967079,"R",1967079,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",210977,"R",193338,"R",0,"R",17639,"R",10468844,"R",7394443,"R",3031239,"R",43162,"R",3506000,"R",-3506000,"Z",0,"R",10468844,"R",10900443,"R",-474761,"R",43162,"R",2975962,"R",1803514,"R",370985,"R",457728,"R",78362,"Z",0,"R",265373,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",488915,"R",159245,"R",39090,"R",75591,"Z",0,"Z",0,"R",214989,"R",395026,"R",212817,"R",67279,"R",84488,"Z",0,"Z",0,"R",30442,"R",932180,"R",561168,"R",110615,"R",59878,"Z",0,"Z",0,"R",200519,"R",3045123,"R",654705,"R",266157,"R",363698,"R",392121,"R",94704,"R",1273738,"R",2887119,"R",212746,"R",87299,"R",317930,"Z",0,"Z",0,"R",2269144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1359313,"Z",0,"Z",0,"R",1359313,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",10724325,"R",3604195,"R",941425,"R",0,"R",470483,"R",94704,"R",5613518, 1,"R",3203593,"R",3292342
101189,"R",19746920,"R",90590550,"R",44959681,"R",36240739,"R",31938647,"R",13692222,"R",9728026,"R",3964196,"R",45630869,"R",5320113,"R",51716869,"R",20886014,"R",1767266,"Z",0,"R",79690262,"R",28752219,"R",50938043,"R",1443660,"R",46223300,"R",39655724,"R",0,"R",6567576,"R",39063293,"R",0,"R",45630869,"R",9866291,"R",630761,"R",560112,"R",0,"R",445695,"R",6892331,"R",18395190,"R",7146191,"R",569412,"R",34703326,"R",34703326,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1293912,"R",85037,"R",1208875,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",4039553,"R",2665735,"R",1347243,"R",26575,"R",4039553,"R",2665735,"R",1347243,"R",26575,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2479271,"R",1030283,"R",1310818,"R",138170,"Z",0,"Z",0,"R",2769166,"R",2769166,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",938072,"R",930277,"R",7795,"R",0,"R",46223300,"R",42183824,"R",3874731,"R",164745,"R",3796538,"R",-3796538,"Z",0,"R",46223300,"R",45980362,"R",78193,"R",164745,"R",16417249,"R",9982115,"R",1934052,"R",1550668,"R",954798,"R",415817,"R",1579799,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3582331,"R",1598814,"R",308493,"R",308466,"R",189933,"R",82716,"R",1093909,"R",8953033,"R",3462826,"R",675176,"R",892051,"R",549266,"R",239206,"R",3134508,"R",6629314,"R",2793162,"R",579696,"R",241771,"R",148866,"R",64832,"R",2800987,"R",4073797,"R",185578,"R",34053,"R",1175506,"R",723799,"R",315216,"R",1639645,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-4168462,"Z",0,"Z",0,"R",4168462,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",39655724,"R",18022495,"R",3531470,"R",0,"R",2566662,"R",1117787,"R",14417310, 1,"R",17540218,"R",19746920
101435,"R",42599407,"R",73738415,"R",27020975,"R",23238032,"R",2502530,"R",44214910,"R",41582358,"R",2632552,"R",46717440,"R",1314032,"R",32232067,"R",8840108,"R",1173658,"R",0,"R",43559865,"R",19142253,"R",24417612,"R",0,"R",21354398,"R",17786238,"R",0,"R",3568160,"R",43149280,"R",0,"R",46717440,"R",1918653,"R",274762,"R",255581,"R",0,"R",3223756,"R",5560629,"R",11233381,"R",8784385,"R",0,"R",9272119,"R",9272119,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",146245,"R",146245,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2867028,"R",2215415,"R",505136,"R",146477,"R",2867028,"R",2215415,"R",505136,"R",146477,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5216787,"R",1161921,"R",1412223,"R",2642643,"Z",0,"Z",0,"R",3497181,"R",3497181,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",355038,"R",1665552,"R",-1306904,"R",-3610,"R",21354398,"R",17958433,"R",610455,"R",2785510,"R",1336508,"R",-1336508,"Z",0,"R",21354398,"R",19294941,"R",-726053,"R",2785510,"R",6448183,"R",3820832,"R",573774,"R",381238,"R",481739,"R",366081,"R",824519,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1045158,"R",359825,"R",76005,"R",98384,"R",124320,"R",94473,"R",292151,"R",4964172,"R",2176281,"R",348757,"R",270556,"R",341879,"R",259800,"R",1566899,"R",2559806,"R",1236342,"R",175192,"R",98384,"R",124320,"R",94473,"R",831095,"R",2768919,"Z",0,"Z",0,"R",381239,"R",481738,"R",366081,"R",1539861,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1229801,"Z",0,"Z",0,"R",1229801,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17786238,"R",7593280,"R",1173728,"R",0,"R",1553996,"R",1180908,"R",6284326, 1,"R",38796848,"R",41582358
101453,"R",8447546,"R",12536332,"R",3054775,"R",1952963,"R",1567696,"R",7913861,"R",4430189,"R",3483672,"R",9481557,"R",1187906,"R",2571564,"R",2743209,"R",0,"R",0,"R",6502679,"R",3216952,"R",3285727,"Z",0,"R",4122410,"R",2666050,"R",0,"R",1456360,"R",8025197,"R",0,"R",9481557,"R",124037,"R",10572,"Z",0,"Z",0,"R",141526,"R",0,"R",276135,"R",416,"R",0,"R",467273,"R",467273,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2177865,"R",1848130,"R",105938,"R",223797,"R",2177865,"R",1848130,"R",105938,"R",223797,"R",0,"R",0,"R",0,"R",0,"R",26208,"R",26208,"Z",0,"Z",0,"R",1344264,"R",4463,"R",1335456,"R",4345,"Z",0,"Z",0,"R",77805,"R",77805,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28995,"R",28995,"R",0,"R",0,"R",4122410,"R",2452874,"R",1441394,"R",228142,"R",0,"Z",0,"Z",0,"R",4122410,"R",2452874,"R",1441394,"R",228142,"R",427162,"R",354792,"Z",0,"R",44008,"Z",0,"Z",0,"R",28362,"R",8142,"Z",0,"Z",0,"R",814,"Z",0,"Z",0,"R",7328,"R",9682,"Z",0,"Z",0,"R",997,"Z",0,"Z",0,"R",8685,"R",121227,"R",77166,"R",6126,"R",12489,"Z",0,"Z",0,"R",25446,"R",212574,"R",141937,"Z",0,"R",21900,"Z",0,"Z",0,"R",48737,"R",1545927,"R",573679,"R",218301,"R",309326,"Z",0,"R",117417,"R",327204,"R",90865,"R",23004,"Z",0,"R",909,"Z",0,"Z",0,"R",66952,"R",141526,"R",141526,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-390443,"R",181777,"Z",0,"R",208666,"R",108945,"R",0,"R",0,"R",0,"R",0,"R",0,"R",108945,"R",2666050,"R",1170578,"R",224427,"R",0,"R",181777,"R",117417,"R",971851, 1,"R",5703234,"R",6895537
101541,"R",15550359,"R",31715956,"R",13083575,"R",0,"R",4888293,"R",13744088,"R",11180784,"R",2563304,"R",18632381,"R",2943619,"R",18093157,"R",5057694,"R",88883,"R",0,"R",26183353,"R",13374769,"R",12808584,"R",224618,"R",8792312,"R",8480598,"R",-170227,"R",141487,"R",18490894,"R",0,"R",18632381,"R",619560,"R",124453,"R",97859,"R",0,"R",787971,"R",903656,"R",2533499,"R",1691627,"R",0,"R",1943367,"R",1943367,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1254400,"R",1078756,"R",125609,"R",50035,"R",1254400,"R",1078756,"R",125609,"R",50035,"R",0,"R",0,"R",0,"R",0,"R",914951,"R",395641,"R",519310,"R",0,"R",2532261,"R",378017,"R",1236284,"R",917960,"R",0,"R",0,"R",1942918,"R",1942918,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",204415,"R",1046031,"R",-455000,"R",-386616,"R",8792312,"R",6784730,"R",1426203,"R",581379,"R",1647248,"R",-1584238,"R",-63010,"R",8792312,"R",8431978,"R",-158035,"R",518369,"R",2947863,"R",1800757,"R",262086,"R",325616,"Z",0,"R",195729,"R",363675,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",106621,"R",62142,"R",9044,"R",7738,"Z",0,"R",4651,"R",23046,"R",567790,"R",319560,"R",46510,"R",67683,"Z",0,"R",40685,"R",93352,"R",1429664,"R",694390,"R",101063,"R",127538,"Z",0,"R",76664,"R",430009,"R",1145078,"R",703213,"R",102348,"R",59127,"Z",0,"R",35541,"R",244849,"R",1480901,"R",298841,"R",43494,"R",340916,"Z",0,"R",204925,"R",592725,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-928618,"Z",0,"Z",0,"R",928618,"R",802681,"R",0,"R",0,"R",0,"R",791906,"R",0,"R",10775,"R",8480598,"R",3878903,"R",564545,"R",0,"R",791906,"R",558195,"R",2687049, 1,"R",13225806,"R",14838884
101675,"R",15647186,"R",64801284,"R",14439025,"R",0,"R",40604830,"R",9757429,"R",2182071,"R",7575358,"R",50362259,"R",3028945,"R",49936023,"R",14054878,"R",2874064,"R",0,"R",69893910,"R",37993964,"R",31899946,"R",0,"R",28312909,"R",24258696,"R",0,"R",4054213,"R",46308046,"R",0,"R",50362259,"R",7400997,"R",553319,"R",277979,"R",0,"R",542973,"R",1409111,"R",10184379,"R",2783381,"R",0,"R",7750679,"R",7750679,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",12159009,"R",7418372,"R",4740637,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1490499,"R",1471393,"R",19106,"R",0,"R",1490499,"R",1471393,"R",19106,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1668500,"R",1668500,"Z",0,"Z",0,"Z",0,"Z",0,"R",5085364,"R",5085364,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",158858,"R",158858,"R",0,"R",0,"R",28312909,"R",23553166,"R",4759743,"Z",0,"R",4759743,"R",-4759743,"Z",0,"R",28312909,"R",28312909,"R",0,"R",0,"R",7475427,"R",4395272,"R",333919,"R",1032256,"R",693405,"Z",0,"R",1020575,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",556990,"R",266722,"R",20275,"R",76913,"R",51665,"Z",0,"R",141415,"R",1920627,"R",1038214,"R",79411,"R",265213,"R",178153,"Z",0,"R",359636,"R",2179476,"R",1052347,"R",169778,"R",300956,"R",202164,"Z",0,"R",454231,"R",6942610,"R",2001397,"R",281012,"R",958681,"R",643982,"R",672956,"R",2384582,"R",5183566,"R",939647,"R",109619,"R",715780,"R",480817,"Z",0,"R",2937703,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-3349799,"R",0,"R",0,"R",3349799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24258696,"R",9693599,"R",994014,"R",0,"R",2250186,"R",672956,"R",10647941, 1,"R",13327732,"R",15647186
101693,"R",12477810,"R",44872146,"R",19782642,"R",14817377,"R",8390186,"R",16699318,"R",12467594,"R",4231724,"R",25089504,"R",812038,"R",35710029,"R",9503083,"R",109072,"R",1042914,"R",47177136,"R",21531546,"R",25645590,"R",0,"R",26459211,"R",22945220,"R",0,"R",3513991,"R",21575513,"R",0,"R",25089504,"R",3144354,"R",478254,"R",356939,"R",0,"R",1858311,"R",6985420,"R",12823278,"R",12588744,"R",0,"R",14354410,"R",14354410,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",189072,"R",189072,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5268274,"R",1956204,"R",3199258,"R",112812,"R",3470855,"R",1956204,"R",1401839,"R",112812,"R",1797419,"R",0,"R",1797419,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1985164,"R",607316,"R",1407724,"R",-29876,"R",0,"R",0,"R",4636343,"R",4636343,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",25948,"R",175701,"R",-145753,"R",-4000,"R",26459211,"R",21919046,"R",4461229,"R",78936,"R",3639887,"R",-3639887,"R",0,"R",26459211,"R",25558933,"R",821342,"R",78936,"R",9286279,"R",5413749,"R",1904014,"R",935824,"R",406696,"R",266523,"R",359473,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1026920,"R",439352,"R",147776,"R",166700,"R",72445,"R",47476,"R",153171,"R",1742937,"R",901213,"R",265340,"R",118249,"R",51389,"R",33677,"R",373069,"R",4289972,"R",1960166,"R",646274,"R",416750,"R",181114,"R",118691,"R",966977,"R",6599112,"R",967105,"R",320510,"R",1750689,"R",760824,"R",498598,"R",2301386,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-3388212,"R",0,"R",0,"R",3388212,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22945220,"R",9681585,"R",3283914,"R",0,"R",1472468,"R",964965,"R",7542288, 1,"R",11314386,"R",12817487
